app_id	nb_instances	core	memory	inter_degree	inter_aff
80	145	12	16	68	[(3368, 2), (7626, 2), (3367, 2), (7716, 2), (6097, 2), (4608, 2), (7033, 2), (5420, 3), (4947, 0), (3241, 2), (4037, 2), (188, 0), (6659, 0), (4661, 3), (8069, 0), (1741, 3), (3942, 2), (1356, 0), (5135, 3), (2353, 2), (5177, 0), (2851, 2), (8347, 2), (2049, 2), (3292, 0), (6683, 2), (5363, 3), (5239, 0), (2928, 0), (9031, 2), (6831, 2), (1606, 2), (6381, 3), (7214, 0), (7392, 2), (589, 0), (1637, 2), (7552, 0), (4014, 2), (1851, 0), (6185, 2), (273, 2), (3370, 0), (2739, 2), (8834, 2), (8106, 0), (1378, 2), (7102, 2), (2688, 2), (4994, 3), (2175, 3), (3928, 2), (6304, 0), (704, 2), (4011, 2), (6429, 2), (3270, 2), (4048, 2), (1154, 0), (737, 2), (6531, 0), (5905, 2), (4630, 2), (8977, 0), (4275, 2), (312, 0), (6060, 3), (7555, 3)]
81	2	1	2	0	[]
82	2	1	2	0	[]
83	2	2	2	0	[]
84	2	1	7	0	[]
85	3	6	8	0	[]
86	2	1	8	4	[(4386, 2), (7401, 1), (1494, 2), (3512, 2)]
87	4	1	8	0	[]
88	5	1	8	0	[]
89	1	1	8	0	[]
90	2	2	8	0	[]
91	2	4	8	0	[]
92	105	6	8	25	[(2291, 1), (5851, 0), (7445, 1), (3578, 2), (6659, 0), (1019, 2), (9211, 1), (4683, 2), (8152, 2), (5449, 0), (798, 0), (3064, 1), (4375, 2), (3023, 2), (7087, 2), (7947, 0), (3590, 0), (3719, 1), (7120, 1), (3445, 1), (586, 0), (8444, 2), (1576, 0), (682, 2), (5760, 1)]
93	2	4	8	0	[]
94	1	1	1	0	[]
95	2	2	2	0	[]
96	3	1	8	0	[]
97	5	2	8	1	[(798, 0)]
98	8	1	8	0	[]
99	1	1	8	0	[]
100	10	3	8	4	[(7935, 2), (4104, 2), (3715, 2), (1589, 2)]
101	2	1	8	0	[]
102	1	1	8	0	[]
103	8	3	8	9	[(8429, 0), (1904, 0), (7414, 1), (5085, 1), (798, 0), (9145, 2), (443, 1), (1728, 2), (6381, 2)]
104	1	4	8	0	[]
105	1	1	1	0	[]
106	1	10	8	0	[]
107	1	4	8	0	[]
108	3	1	9	1	[(3213, 0)]
109	2	4	16	1	[(1195, 2)]
110	3	1	8	0	[]
111	2	1	8	0	[]
112	2	1	2	0	[]
113	1	1	8	0	[]
114	1	1	8	0	[]
115	1	1	8	0	[]
116	3	1	8	0	[]
117	1	4	4	0	[]
118	3	1	8	5	[(3349, 2), (3831, 0), (6155, 2), (6736, 2), (4039, 2)]
119	1	2	2	1	[(4436, 2)]
120	7	1	8	0	[]
121	5	1	8	0	[]
122	36	2	8	3	[(6659, 0), (798, 0), (1356, 0)]
123	1	1	8	0	[]
124	1	1	8	0	[]
125	3	1	8	0	[]
126	1	1	3	0	[]
127	21	2	8	2	[(3802, 2), (8291, 2)]
128	2	1	8	0	[]
129	2	3	8	0	[]
130	1	2	8	0	[]
131	2	4	8	0	[]
132	2	6	8	0	[]
133	2	1	1	0	[]
134	1	1	7	0	[]
135	36	3	2	0	[]
136	1	1	8	0	[]
137	2	1	2	0	[]
138	1	1	8	0	[]
139	2	1	6	0	[]
140	3	6	8	0	[]
141	1	1	8	0	[]
142	2	1	2	0	[]
143	33	2	8	0	[]
144	2	1	8	0	[]
145	2	1	8	0	[]
146	2	1	8	0	[]
147	315	6	8	57	[(1416, 0), (4895, 0), (3554, 0), (6232, 0), (8778, 0), (8652, 0), (817, 2), (6269, 0), (3095, 0), (5953, 0), (6659, 0), (7214, 0), (7217, 0), (473, 0), (4717, 0), (2166, 0), (5740, 0), (7500, 0), (276, 4), (2263, 3), (4429, 0), (3487, 0), (7723, 0), (3271, 1), (1891, 3), (6443, 0), (6831, 0), (3511, 0), (459, 1), (3802, 0), (971, 0), (2767, 0), (2954, 0), (8767, 0), (6490, 4), (8137, 0), (4595, 0), (7426, 0), (4576, 0), (793, 0), (1443, 1), (4042, 0), (585, 0), (6693, 4), (2593, 0), (4998, 0), (8966, 4), (1658, 1), (1433, 0), (8258, 0), (7813, 0), (1310, 0), (798, 0), (20, 0), (7443, 4), (4280, 0), (4511, 0)]
148	2	1	8	0	[]
149	2	1	8	0	[]
150	3	6	8	1	[(798, 0)]
151	2	1	8	0	[]
152	1	1	8	0	[]
153	2	1	8	0	[]
154	1	1	8	0	[]
155	2	1	8	0	[]
156	1	1	8	0	[]
157	2	1	2	0	[]
158	2	1	8	0	[]
159	3	2	8	0	[]
160	6	1	8	1	[(1356, 0)]
161	1	1	8	0	[]
162	1	1	7	0	[]
163	1	1	8	0	[]
164	3	1	8	0	[]
165	2	1	8	1	[(798, 0)]
166	2	1	5	0	[]
167	1	4	4	0	[]
168	1	1	8	0	[]
169	6	1	8	0	[]
170	2	1	2	0	[]
171	1	1	8	0	[]
172	2	1	3	0	[]
173	4	1	2	0	[]
174	2	2	8	0	[]
175	2	1	7	0	[]
176	1	1	32	0	[]
177	1	1	8	0	[]
178	1	1	8	0	[]
179	2	1	2	0	[]
180	3	1	8	0	[]
181	1	1	1	1	[(5457, 0)]
182	6	1	8	3	[(3240, 0), (4678, 0), (3170, 0)]
183	9	3	8	0	[]
184	1	4	8	0	[]
185	6	2	8	0	[]
186	2	1	8	0	[]
187	5	2	8	0	[]
188	20	23	48	9	[(80, 0), (3886, 0), (4778, 0), (8412, 0), (7333, 0), (6269, 0), (5022, 0), (3370, 0), (577, 0)]
189	1	1	8	0	[]
190	4	3	8	0	[]
191	7	1	2	0	[]
192	3	1	2	0	[]
193	2	1	8	0	[]
194	1	1	8	0	[]
195	3	1	2	0	[]
196	2	1	2	0	[]
197	2	2	8	0	[]
198	3	2	8	2	[(6659, 0), (6421, 0)]
199	2	1	2	0	[]
200	1	4	8	0	[]
201	2	1	8	0	[]
202	4	1	16	0	[]
203	1	1	8	0	[]
204	1	1	2	0	[]
205	1	1	8	0	[]
206	2	4	8	0	[]
207	2	1	1	0	[]
208	62	3	8	9	[(1356, 0), (3861, 0), (2081, 2), (6047, 0), (2353, 1), (5022, 0), (6659, 0), (9264, 0), (3890, 0)]
209	2	1	8	0	[]
210	4	1	8	1	[(4193, 0)]
211	3	1	8	1	[(798, 0)]
212	1	1	8	0	[]
213	4	1	8	0	[]
214	1	1	8	0	[]
215	2	1	8	0	[]
216	3	1	8	0	[]
217	3	1	8	0	[]
218	1	1	8	0	[]
219	2	2	8	0	[]
220	8	4	16	1	[(1919, 0)]
221	1	1	1	0	[]
222	5	1	8	1	[(3321, 2)]
223	2	1	8	0	[]
224	5	3	8	0	[]
225	2	2	8	0	[]
226	10	4	8	110	[(8530, 0), (541, 0), (2089, 0), (4039, 0), (7613, 0), (7879, 0), (7309, 0), (9127, 0), (5097, 0), (1328, 0), (1773, 0), (1592, 0), (2621, 0), (3464, 0), (198, 0), (615, 0), (3709, 0), (1024, 0), (143, 0), (1425, 0), (4210, 0), (8451, 0), (1793, 0), (1766, 0), (4048, 0), (5900, 0), (6139, 0), (199, 0), (1728, 0), (7267, 0), (5740, 0), (6269, 0), (1227, 0), (6393, 0), (8069, 0), (577, 0), (6750, 0), (8583, 0), (1324, 0), (8287, 0), (312, 0), (289, 0), (7874, 0), (6304, 0), (4576, 0), (6564, 0), (3657, 0), (7733, 0), (365, 0), (392, 0), (8931, 0), (1998, 0), (5905, 0), (810, 0), (473, 0), (4280, 0), (5528, 0), (7928, 0), (5541, 0), (4517, 0), (4393, 0), (2912, 0), (3414, 0), (3865, 0), (8194, 0), (8653, 0), (1356, 0), (4825, 0), (6161, 0), (7443, 0), (7639, 0), (3487, 0), (7338, 0), (7498, 0), (6381, 0), (3908, 0), (8412, 0), (1637, 0), (7270, 0), (9047, 0), (4595, 0), (9086, 0), (4349, 0), (8258, 0), (6896, 0), (3994, 0), (3250, 0), (7486, 0), (582, 0), (7058, 0), (4718, 0), (8410, 0), (4471, 0), (8436, 0), (9002, 0), (5997, 0), (9138, 0), (7217, 0), (5707, 0), (1955, 0), (4231, 0), (4169, 0), (5251, 0), (1055, 0), (7448, 0), (4511, 0), (5684, 0), (4325, 0), (9145, 0), (1443, 0)]
227	5	1	8	4	[(7998, 0), (7733, 1), (7184, 0), (6597, 0)]
228	2	1	8	0	[]
229	2	1	3	0	[]
230	2	1	8	0	[]
231	1	8	16	0	[]
232	17	5	8	10	[(3512, 0), (2220, 1), (4170, 0), (8142, 2), (3340, 0), (8979, 0), (3266, 0), (8518, 0), (3631, 0), (6230, 0)]
233	1	1	8	7	[(8966, 4), (276, 4), (6490, 4), (2263, 3), (1891, 3), (7443, 4), (6693, 4)]
234	2	1	8	2	[(4474, 0), (6025, 0)]
235	4	12	8	1	[(798, 0)]
236	10	3	8	0	[]
237	1	1	8	0	[]
238	37	3	8	17	[(4911, 0), (6232, 2), (3108, 1), (7980, 1), (1884, 0), (6152, 0), (6065, 0), (5614, 0), (5689, 0), (5264, 0), (8429, 0), (3647, 1), (6659, 0), (473, 1), (6431, 1), (3526, 0), (9336, 0)]
239	1	1	8	0	[]
240	1	4	8	0	[]
241	1	1	6	0	[]
242	3	1	5	0	[]
243	2	1	5	0	[]
244	4	3	8	0	[]
245	2	1	8	0	[]
246	1	1	1	0	[]
247	1	4	8	0	[]
248	8	8	16	8	[(8429, 2), (1388, 1), (705, 1), (1904, 2), (9145, 2), (747, 2), (7102, 2), (7334, 1)]
249	1	1	8	0	[]
250	13	2	8	10	[(5169, 2), (6703, 2), (4913, 2), (6121, 1), (1997, 2), (5922, 2), (3010, 2), (159, 1), (1499, 1), (8436, 2)]
251	1	1	8	0	[]
252	9	1	8	3	[(1522, 2), (2844, 1), (8824, 1)]
253	2	1	2	0	[]
254	3	1	8	0	[]
255	38	5	16	69	[(3368, 2), (7626, 1), (3367, 1), (7716, 1), (6097, 1), (4608, 1), (7033, 1), (3284, 1), (2739, 2), (6082, 1), (3414, 1), (6061, 1), (4661, 2), (1741, 2), (6831, 1), (3886, 0), (5366, 0), (4825, 1), (5135, 2), (1328, 2), (2851, 2), (8347, 1), (2049, 1), (6683, 1), (5363, 2), (3117, 1), (7102, 1), (4221, 1), (9031, 1), (3942, 1), (1606, 1), (6381, 2), (5080, 1), (5929, 2), (7392, 1), (4994, 2), (1637, 2), (4014, 1), (4190, 2), (7551, 0), (6185, 1), (3241, 2), (5022, 0), (273, 2), (6564, 1), (4275, 1), (5420, 2), (8834, 1), (1378, 1), (4037, 1), (2688, 1), (4550, 1), (2175, 2), (3928, 1), (3108, 2), (3321, 1), (704, 1), (4011, 1), (6429, 1), (3270, 1), (4048, 1), (1998, 2), (737, 1), (5905, 0), (3039, 1), (4630, 1), (8162, 1), (6060, 2), (7555, 2)]
256	2	2	8	1	[(5020, 1)]
257	1	3	8	0	[]
258	1	1	8	0	[]
259	3	1	8	0	[]
260	19	2	8	15	[(4085, 0), (5064, 0), (703, 1), (6336, 0), (3909, 1), (636, 0), (4393, 0), (1919, 1), (7101, 0), (798, 0), (1391, 2), (6942, 1), (8830, 2), (8034, 2), (232, 0)]
261	5	1	8	6	[(4231, 0), (190, 0), (5498, 0), (6478, 0), (9265, 0), (3387, 0)]
262	29	4	8	142	[(1916, 0), (6235, 0), (5264, 0), (1051, 0), (7768, 0), (7217, 1), (9336, 0), (7067, 0), (9269, 0), (3469, 0), (3077, 0), (2910, 0), (5632, 0), (290, 0), (3637, 0), (8710, 0), (4778, 0), (8606, 0), (7772, 0), (1374, 0), (8695, 0), (3397, 0), (1024, 0), (1778, 0), (1425, 0), (208, 0), (1222, 0), (4039, 0), (1766, 0), (3321, 0), (82, 0), (1927, 0), (3914, 0), (2078, 0), (8888, 0), (6590, 0), (5418, 0), (4321, 0), (7970, 0), (3283, 0), (4608, 0), (8333, 0), (7223, 0), (6393, 0), (3526, 0), (7802, 0), (5028, 0), (3867, 0), (1324, 0), (8171, 0), (7935, 0), (7763, 0), (459, 0), (6651, 0), (6661, 0), (7805, 0), (8485, 0), (6564, 0), (685, 0), (513, 0), (4203, 0), (2152, 0), (280, 0), (365, 0), (6477, 0), (5260, 0), (737, 0), (6710, 0), (798, 0), (103, 0), (6611, 0), (3327, 0), (5217, 0), (1855, 0), (6025, 0), (3654, 0), (1122, 0), (8139, 0), (4866, 0), (22, 0), (3108, 0), (4825, 0), (6161, 0), (4175, 0), (255, 0), (3595, 0), (3487, 0), (7155, 0), (7889, 0), (1067, 0), (6381, 0), (3908, 0), (4939, 0), (5914, 0), (4577, 0), (6578, 0), (7270, 0), (8419, 0), (7928, 0), (5929, 0), (7733, 0), (3349, 0), (3994, 0), (1998, 0), (2153, 2), (9207, 0), (9128, 0), (9122, 0), (2564, 0), (1904, 0), (2853, 0), (4471, 0), (6659, 0), (8740, 0), (2900, 0), (2957, 0), (6188, 0), (8347, 0), (8069, 0), (4864, 0), (4801, 0), (6841, 0), (8842, 0), (7467, 0), (1781, 0), (2302, 0), (7386, 0), (2767, 0), (5836, 0), (3481, 0), (254, 0), (8618, 0), (8412, 0), (8553, 0), (7426, 0), (236, 0), (4734, 0), (2485, 0), (1229, 0), (5882, 0), (1443, 0), (6628, 0)]
263	2	1	8	0	[]
264	1	4	8	0	[]
265	2	1	8	1	[(290, 2)]
266	1	8	16	0	[]
267	2	1	8	1	[(3286, 1)]
268	3	4	8	0	[]
269	6	1	8	0	[]
270	11	1	8	3	[(5764, 0), (2525, 2), (4956, 1)]
271	3	2	8	1	[(798, 0)]
272	1	4	16	0	[]
273	1	16	60	66	[(7626, 2), (3367, 2), (5080, 1), (7716, 2), (6097, 2), (4608, 2), (7033, 2), (3284, 1), (6082, 1), (3414, 1), (6061, 1), (7045, 2), (4661, 2), (8587, 2), (1741, 2), (6831, 2), (5135, 2), (255, 2), (8535, 2), (8347, 2), (2049, 2), (7217, 2), (1328, 2), (5363, 2), (3117, 1), (7102, 2), (4221, 1), (3942, 2), (1606, 2), (6381, 2), (4520, 2), (7392, 2), (4994, 2), (9031, 2), (4014, 2), (6185, 2), (6104, 2), (4210, 2), (4275, 2), (5420, 2), (8834, 2), (1378, 2), (4037, 2), (2688, 2), (80, 2), (4550, 1), (2175, 2), (3928, 2), (6385, 2), (6034, 2), (704, 2), (4011, 2), (6429, 2), (3270, 2), (4048, 2), (737, 2), (5905, 2), (6683, 2), (8707, 2), (3039, 1), (4630, 2), (8162, 1), (3321, 1), (6060, 2), (7555, 2), (4710, 2)]
274	1	4	8	0	[]
275	86	3	8	28	[(7447, 0), (9093, 1), (7463, 1), (5600, 1), (2299, 2), (7622, 0), (4015, 1), (5792, 1), (548, 1), (4265, 1), (8060, 1), (6919, 0), (7338, 0), (5810, 0), (2224, 0), (5848, 2), (4010, 0), (2819, 1), (1742, 2), (4210, 0), (6879, 2), (5905, 0), (88, 0), (69, 1), (798, 0), (5017, 2), (6754, 1), (5736, 2)]
276	1	5	8	5	[(2263, 3), (233, 3), (1891, 3), (5879, 3), (147, 3)]
277	1	1	8	0	[]
278	5	1	8	0	[]
279	7	1	7	1	[(2484, 0)]
280	2	1	8	0	[]
281	8	3	8	7	[(7092, 0), (5366, 0), (7309, 0), (1405, 0), (1637, 0), (6659, 0), (1592, 0)]
282	1	1	8	0	[]
283	4	3	8	0	[]
284	2	1	1	0	[]
285	2	1	8	2	[(5022, 1), (22, 0)]
286	18	2	16	1	[(6538, 1)]
287	2	1	8	0	[]
288	2	1	8	0	[]
289	5	2	8	2	[(8223, 2), (4048, 2)]
290	103	3	8	28	[(6074, 0), (6495, 0), (1904, 2), (9077, 0), (6659, 0), (2073, 0), (3108, 2), (4337, 2), (7414, 2), (7217, 2), (3283, 0), (4871, 1), (312, 0), (2285, 0), (3495, 1), (3201, 1), (3751, 0), (3370, 0), (7738, 0), (8429, 2), (2700, 0), (3321, 0), (704, 2), (4011, 2), (2101, 2), (1781, 0), (6269, 0), (1154, 2)]
291	1	1	8	0	[]
292	12	3	8	2	[(8176, 0), (704, 2)]
293	1	1	1	0	[]
294	2	1	8	0	[]
295	2	1	8	0	[]
296	2	1	8	0	[]
297	1	1	8	0	[]
298	2	1	8	0	[]
299	2	1	2	0	[]
300	2	2	8	0	[]
301	21	12	16	0	[]
302	8	12	16	0	[]
303	5	1	8	0	[]
304	1	1	8	0	[]
305	3	1	8	0	[]
306	4	1	8	1	[(798, 0)]
307	11	1	8	1	[(6911, 0)]
308	2	1	2	0	[]
309	2	1	8	0	[]
310	71	2	8	46	[(3806, 0), (3015, 1), (7447, 2), (1863, 0), (1919, 0), (302, 2), (5234, 1), (847, 1), (3033, 2), (4946, 2), (3211, 2), (726, 0), (9079, 2), (1509, 0), (4702, 0), (3469, 2), (1354, 0), (4763, 1), (4562, 0), (7087, 2), (1011, 0), (8223, 0), (6381, 0), (5418, 0), (8053, 0), (9066, 0), (798, 0), (4993, 0), (3954, 1), (5655, 0), (1904, 0), (8717, 0), (8507, 1), (6558, 1), (3540, 2), (5220, 0), (435, 0), (8544, 2), (8938, 0), (1023, 2), (4911, 1), (8209, 1), (3747, 0), (7037, 0), (8381, 0), (7290, 2)]
311	3	1	8	0	[]
312	5	1	8	2	[(80, 1), (7217, 2)]
313	3	1	6	0	[]
314	1	6	8	0	[]
315	1	1	2	1	[(4096, 0)]
316	2	1	2	0	[]
317	6	2	8	1	[(5022, 1)]
318	6	1	8	0	[]
319	1	1	8	0	[]
320	3	1	8	0	[]
321	6	1	8	1	[(7009, 1)]
322	2	1	8	0	[]
323	2	2	8	0	[]
324	1	1	8	0	[]
325	3	1	2	0	[]
326	3	1	7	0	[]
327	5	2	8	0	[]
328	2	1	8	0	[]
329	1	1	1	0	[]
330	2	1	10	0	[]
331	1	1	8	0	[]
332	2	4	2	0	[]
333	1	1	8	0	[]
334	2	1	8	0	[]
335	2	1	1	0	[]
336	2	1	8	0	[]
337	1	1	7	0	[]
338	27	3	2	5	[(5067, 0), (798, 0), (5689, 0), (6659, 0), (7012, 0)]
339	2	4	8	0	[]
340	1	4	8	0	[]
341	12	1	8	11	[(80, 0), (3802, 2), (2767, 1), (1328, 1), (473, 1), (7733, 2), (5689, 0), (6139, 0), (7394, 0), (6659, 0), (9145, 2)]
342	2	6	8	0	[]
343	2	6	8	0	[]
344	17	2	8	1	[(798, 0)]
345	1	1	2	0	[]
346	3	1	8	0	[]
347	2	1	8	0	[]
348	2	1	8	1	[(555, 2)]
349	3	2	8	2	[(6574, 0), (4283, 1)]
350	7	3	8	0	[]
351	24	1	4	0	[]
352	1	1	1	0	[]
353	2	1	8	0	[]
354	6	1	8	1	[(6659, 0)]
355	106	11	16	12	[(6825, 1), (4858, 1), (5339, 2), (1099, 1), (916, 1), (6540, 1), (426, 0), (798, 0), (4937, 2), (5712, 1), (6408, 0), (693, 0)]
356	2	1	2	0	[]
357	8	1	8	0	[]
358	12	6	8	0	[]
359	3	3	48	0	[]
360	11	1	8	16	[(6474, 1), (8017, 2), (4522, 1), (7443, 0), (5233, 0), (4076, 2), (5267, 0), (2263, 2), (4762, 2), (3879, 1), (2332, 1), (1740, 1), (1310, 2), (450, 1), (2700, 2), (3355, 0)]
361	4	1	8	0	[]
362	2	1	2	0	[]
363	1	1	8	0	[]
364	2	5	8	0	[]
365	25	2	2	2	[(6659, 0), (5689, 0)]
366	1	1	8	0	[]
367	4	1	8	0	[]
368	10	2	8	2	[(5851, 0), (1576, 0)]
369	4	2	8	4	[(4531, 2), (7196, 2), (3183, 2), (6745, 2)]
370	3	1	8	0	[]
371	5	1	8	0	[]
372	1	1	8	0	[]
373	1	4	8	0	[]
374	2	1	40	0	[]
375	3	1	1	2	[(1336, 0), (3286, 0)]
376	37	2	8	13	[(7275, 2), (1042, 0), (2061, 2), (6710, 2), (4531, 2), (4007, 1), (4734, 0), (6839, 0), (7733, 2), (5022, 2), (8767, 2), (2042, 2), (7589, 2)]
377	1	1	8	0	[]
378	2	1	8	0	[]
379	1	1	2	0	[]
380	2	1	8	0	[]
381	1	1	8	0	[]
382	3	1	8	0	[]
383	1	1	8	0	[]
384	1	1	8	0	[]
385	2	1	8	0	[]
386	5	1	8	0	[]
387	2	4	8	3	[(8011, 0), (1919, 2), (2980, 0)]
388	3	1	1	0	[]
389	3	1	8	0	[]
390	2	2	8	0	[]
391	4	1	8	1	[(798, 0)]
392	7	1	4	4	[(5017, 1), (6687, 0), (3664, 0), (5458, 0)]
393	5	1	8	25	[(1638, 0), (5189, 0), (519, 0), (4949, 0), (5138, 0), (3037, 0), (4812, 0), (4925, 0), (9078, 0), (7376, 0), (3203, 0), (3469, 0), (3480, 0), (5011, 0), (4883, 0), (3008, 0), (3291, 0), (7007, 0), (2504, 0), (6692, 0), (9219, 0), (5767, 0), (5238, 0), (5531, 0), (8324, 0)]
394	2	1	8	0	[]
395	1	4	8	0	[]
396	4	1	8	0	[]
397	5	1	8	1	[(952, 0)]
398	2	1	1	0	[]
399	2	1	8	0	[]
400	2	1	8	1	[(4448, 0)]
401	15	4	8	1	[(798, 0)]
402	3	1	8	0	[]
403	1	4	8	0	[]
404	2	1	8	0	[]
405	1	1	1	0	[]
406	2	4	8	0	[]
407	2	1	8	1	[(5022, 0)]
408	1	4	8	0	[]
409	2	3	8	0	[]
410	2	1	8	0	[]
411	5	1	8	0	[]
412	1	4	8	0	[]
413	3	1	8	0	[]
414	3	4	8	0	[]
415	1	1	2	0	[]
416	8	2	8	0	[]
417	2	1	8	0	[]
418	5	2	8	0	[]
419	5	1	8	0	[]
420	2	2	5	0	[]
421	14	3	8	13	[(7980, 0), (1884, 0), (6736, 0), (262, 0), (9052, 0), (3487, 0), (6710, 0), (4595, 0), (9095, 0), (2309, 0), (8287, 0), (3864, 0), (2767, 0)]
422	1	1	8	0	[]
423	4	2	8	0	[]
424	18	2	8	2	[(6695, 2), (798, 0)]
425	1	1	1	0	[]
426	1	1	8	0	[]
427	1	6	8	0	[]
428	3	5	16	0	[]
429	1	1	1	0	[]
430	10	2	8	0	[]
431	2	1	8	0	[]
432	2	1	8	0	[]
433	1	1	8	0	[]
434	1	2	16	0	[]
435	25	1	8	1	[(1919, 1)]
436	2	1	8	0	[]
437	1	1	8	0	[]
438	2	1	8	0	[]
439	1	1	2	0	[]
440	4	2	8	2	[(4085, 1), (2451, 2)]
441	18	2	8	5	[(2701, 0), (7733, 2), (3286, 0), (1559, 2), (2904, 0)]
442	25	2	8	1	[(4730, 0)]
443	3	1	8	0	[]
444	3	1	8	0	[]
445	4	1	8	0	[]
446	2	2	8	0	[]
447	3	1	7	1	[(6408, 0)]
448	2	1	3	0	[]
449	15	3	16	3	[(3108, 2), (4825, 1), (1728, 2)]
450	5	1	8	1	[(4769, 0)]
451	5	1	8	1	[(798, 0)]
452	3	3	8	5	[(47, 0), (1066, 0), (8209, 0), (2480, 0), (4773, 0)]
453	2	1	4	0	[]
454	1	4	8	0	[]
455	1	4	8	0	[]
456	35	2	8	16	[(1224, 0), (2700, 0), (4173, 2), (473, 1), (7880, 0), (4210, 0), (1904, 0), (2033, 0), (1599, 0), (208, 0), (5958, 0), (1051, 0), (5689, 0), (8223, 1), (2185, 0), (798, 0)]
457	3	1	8	0	[]
458	2	1	8	0	[]
459	13	1	8	5	[(121, 0), (6950, 0), (6377, 0), (725, 0), (2655, 0)]
460	15	4	8	4	[(7817, 2), (5272, 2), (817, 2), (798, 0)]
